Feature,Day,Urea,Cell,Cell Seeding,Co-Cell Seeding,Material,Material-1-Con,Material-2-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Self-circulated,Multi-organ,Medium,Medium-out,Serum-out,Medium-in,Serum-in,Shear Stress,Flow Rate,Channel Width,Physical-sti,Channel Material,Biochemical-sti
10-3D terfenadine-PHH,14,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,15,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,16,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,17,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,18,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,19,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,20,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,21,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,22,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,23,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,24,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,25,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,26,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,27,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,28,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,29,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,30,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,31,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,32,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,33,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,34,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,35,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,36,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,37,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,38,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,39,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,40,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,41,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,42,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,43,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,44,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,45,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,46,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,47,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,48,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,49,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,50,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,51,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,52,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,53,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,54,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,55,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,56,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,57,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,58,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,59,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,60,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,11,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,12,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,13,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,14,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,15,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,16,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,17,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,18,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,19,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,20,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,21,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,22,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,23,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,24,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,25,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,26,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,27,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,28,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,29,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,30,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,31,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,32,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,33,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,34,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,35,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,36,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,37,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,38,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,39,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,40,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,41,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,42,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,43,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,44,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,45,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,46,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,47,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,48,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,49,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,50,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,51,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,52,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,53,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,54,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,55,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,56,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,57,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,58,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,59,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-iPSC,60,,1.26,2.75,0.8,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,11,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,12,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,13,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,14,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,15,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,16,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,17,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,18,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,19,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,20,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,21,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,22,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,23,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,24,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,25,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,26,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,27,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,28,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,29,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,30,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,31,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,32,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,33,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,34,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,35,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,36,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,37,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,38,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,39,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,40,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,41,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,42,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,43,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,44,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,45,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,46,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,47,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,48,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,49,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,50,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,51,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,52,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,53,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-iPSC,54,,1.26,2.75,0.8,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,5.0,-1.0,-1,-1,,0.25,,-1.0,1.0,-1
